#,Date-Time (EDT),Ch: 1 - Temperature   (°C )
1,06/29/2022 09:30:44,22.99
2,06/29/2022 09:45:44,22.91
3,06/29/2022 10:00:44,22.22
4,06/29/2022 10:15:44,21.92
5,06/29/2022 10:30:44,24.66
6,06/29/2022 10:45:44,24.71
7,06/29/2022 11:00:44,24.54
8,06/29/2022 11:15:44,25.18
9,06/29/2022 11:30:44,25.18
10,06/29/2022 11:45:44,25.18
11,06/29/2022 12:00:44,25.27
12,06/29/2022 12:15:44,25.22
13,06/29/2022 12:30:44,25.22
14,06/29/2022 12:45:44,25.22
15,06/29/2022 13:00:44,25.27
16,06/29/2022 13:15:44,25.27
17,06/29/2022 13:30:44,25.31
18,06/29/2022 13:45:44,25.31
19,06/29/2022 14:00:44,25.27
20,06/29/2022 14:15:44,25.31
21,06/29/2022 14:30:44,25.31
22,06/29/2022 14:45:44,25.27
23,06/29/2022 15:00:44,25.27
24,06/29/2022 15:15:44,25.27
25,06/29/2022 15:30:44,25.27
26,06/29/2022 15:45:44,25.27
27,06/29/2022 16:00:44,25.27
28,06/29/2022 16:15:44,25.27
29,06/29/2022 16:30:44,25.31
30,06/29/2022 16:45:44,25.31
31,06/29/2022 17:00:44,25.31
32,06/29/2022 17:15:44,25.31
33,06/29/2022 17:30:44,25.35
34,06/29/2022 17:45:44,25.31
35,06/29/2022 18:00:44,25.31
36,06/29/2022 18:15:44,25.31
37,06/29/2022 18:30:44,25.27
38,06/29/2022 18:45:44,25.31
39,06/29/2022 19:00:44,25.35
40,06/29/2022 19:15:44,25.39
41,06/29/2022 19:30:44,25.35
42,06/29/2022 19:45:44,25.39
43,06/29/2022 20:00:44,25.35
44,06/29/2022 20:15:44,25.35
45,06/29/2022 20:30:44,25.35
46,06/29/2022 20:45:44,25.35
47,06/29/2022 21:00:44,25.31
48,06/29/2022 21:15:44,25.31
49,06/29/2022 21:30:44,25.31
50,06/29/2022 21:45:44,25.31
51,06/29/2022 22:00:44,25.31
52,06/29/2022 22:15:44,25.35
53,06/29/2022 22:30:44,25.35
54,06/29/2022 22:45:44,25.27
55,06/29/2022 23:00:44,25.27
56,06/29/2022 23:15:44,25.22
57,06/29/2022 23:30:44,25.31
58,06/29/2022 23:45:44,25.22
59,06/30/2022 00:00:44,25.22
60,06/30/2022 00:15:44,25.18
61,06/30/2022 00:30:44,25.14
62,06/30/2022 00:45:44,25.18
63,06/30/2022 01:00:44,25.22
64,06/30/2022 01:15:44,25.14
65,06/30/2022 01:30:44,25.14
66,06/30/2022 01:45:44,25.09
67,06/30/2022 02:00:44,25.14
68,06/30/2022 02:15:44,25.14
69,06/30/2022 02:30:44,25.14
70,06/30/2022 02:45:44,25.09
71,06/30/2022 03:00:44,25.09
72,06/30/2022 03:15:44,25.09
73,06/30/2022 03:30:44,25.05
74,06/30/2022 03:45:44,25.09
75,06/30/2022 04:00:44,25.05
76,06/30/2022 04:15:44,25.01
77,06/30/2022 04:30:44,25.01
78,06/30/2022 04:45:44,25.09
79,06/30/2022 05:00:44,25.09
80,06/30/2022 05:15:44,25.05
